source_id,number,ocel timestamp,ocel activity,weight,price,weight_y,price_y
12096.0,['991116'],2019-11-28 08:38:13,item out of stock,,,1.37,2500.0
12097.0,['991100'],2019-11-28 08:46:15,pick item,,,0.21,529.0
12098.0,['991087'],2019-11-28 09:02:29,pick item,,,1.48,199.99
12099.0,['991035'],2019-11-28 09:09:20,pick item,,,0.44,476.0
12100.0,['991059'],2019-11-28 09:12:30,package delivered,,,0.166,799.0
12101.0,['991111'],2019-11-28 09:14:53,confirm order,,,0.48,134.98
12102.0,['991105'],2019-11-28 09:18:57,pick item,,,0.21,529.0
12103.0,['991055'],2019-11-28 09:26:08,pick item,,,0.21,529.0
12104.0,['991065',2019-11-28 09:34:34,package delivered,,,6.761,3742.95
12104.0, '991082'],2019-11-28 09:34:34,package delivered,,,6.761,3742.95
12105.0,['991118'],2019-11-28 09:35:44,pick item,,,0.88,89.99
12106.0,['991108'],2019-11-28 09:36:28,reorder item,,,0.172,699.0
12107.0,['991116'],2019-11-28 09:38:53,pick item,,,0.166,799.0
12108.0,['991035',2019-11-28 09:45:08,failed delivery,,,3.885,3875.96
12108.0, '991012',2019-11-28 09:45:08,failed delivery,,,3.885,3875.96
12108.0, '991069',2019-11-28 09:45:08,failed delivery,,,3.885,3875.96
12108.0, '991100',2019-11-28 09:45:08,failed delivery,,,3.885,3875.96
12108.0, '991058',2019-11-28 09:45:08,failed delivery,,,3.885,3875.96
12108.0, '991104'],2019-11-28 09:45:08,failed delivery,,,3.885,3875.96
12109.0,['991119'],2019-11-28 09:48:53,place order,,,2.24,2833.99
12110.0,['991115'],2019-11-28 09:51:40,confirm order,,,2.255,363.98
12111.0,['990999'],2019-11-28 09:52:40,payment reminder,,,1.152,833.99
12112.0,['991112'],2019-11-28 09:56:55,pick item,,,0.166,799.0
12113.0,['991112'],2019-11-28 09:57:18,reorder item,,,0.2,39.99
12114.0,['991083',2019-11-28 10:03:05,failed delivery,,,10.735,13544.96
12114.0, '991098',2019-11-28 10:03:05,failed delivery,,,10.735,13544.96
12114.0, '991095',2019-11-28 10:03:05,failed delivery,,,10.735,13544.96
12114.0, '991032'],2019-11-28 10:03:05,failed delivery,,,10.735,13544.96
12115.0,['991117'],2019-11-28 10:10:41,pick item,,,0.88,89.99
12116.0,['991117'],2019-11-28 10:16:15,confirm order,,,2.272,1369.98
12117.0,['991068'],2019-11-28 10:29:40,pick item,,,1.48,199.99
12118.0,['991101'],2019-11-28 10:31:36,pick item,,,0.172,699.0
12119.0,['991079'],2019-11-28 10:35:03,pick item,,,0.2,39.99
12120.0,['991087',2019-11-28 10:42:55,package delivered,,,4.9910000000000005,5324.99
12120.0, '991076',2019-11-28 10:42:55,package delivered,,,4.9910000000000005,5324.99
12120.0, '991088'],2019-11-28 10:42:55,package delivered,,,4.9910000000000005,5324.99
12121.0,['991117'],2019-11-28 10:42:59,pick item,,,0.78,99.99
12122.0,['991106'],2019-11-28 10:44:52,reorder item,,,0.483,495.0
12123.0,['991024'],2019-11-28 10:59:55,pick item,,,0.483,1099.0
12124.0,['990974',2019-11-28 10:59:55,create package,,,4.165,4966.98
12124.0, '991118',2019-11-28 10:59:55,create package,,,4.165,4966.98
12124.0, '991085',2019-11-28 10:59:55,create package,,,4.165,4966.98
12124.0, '991044'],2019-11-28 10:59:55,create package,,,4.165,4966.98
12125.0,['990983'],2019-11-28 11:14:48,pay order,,,2.13,2294.99
12126.0,['991098'],2019-11-28 11:20:15,confirm order,,,7.271,7581.96
12127.0,['991119'],2019-11-28 11:31:55,pick item,,,0.21,529.0
12128.0,['991118'],2019-11-28 11:35:04,confirm order,,,2.56,334.97
12129.0,['991120'],2019-11-28 11:57:33,place order,,,5.25,3533.94
12130.0,['991112'],2019-11-28 12:04:37,pick item,,,0.495,129.0
12131.0,['991116'],2019-11-28 12:13:19,pick item,,,0.21,529.0
12132.0,['990974',2019-11-28 12:21:14,send package,,,4.165,4966.98
12132.0, '991118',2019-11-28 12:21:14,send package,,,4.165,4966.98
12132.0, '991085',2019-11-28 12:21:14,send package,,,4.165,4966.98
12132.0, '991044'],2019-11-28 12:21:14,send package,,,4.165,4966.98
12133.0,['991083',2019-11-28 12:23:07,package delivered,,,10.735,13544.96
12133.0, '991098',2019-11-28 12:23:07,package delivered,,,10.735,13544.96
12133.0, '991095',2019-11-28 12:23:07,package delivered,,,10.735,13544.96
12133.0, '991032'],2019-11-28 12:23:07,package delivered,,,10.735,13544.96
12134.0,['990991'],2019-11-28 12:28:31,pay order,,,2.146,2511.99
12135.0,['991113'],2019-11-28 12:34:37,item out of stock,,,1.37,2500.0
12136.0,['990974',2019-11-28 12:58:00,failed delivery,,,4.165,4966.98
12136.0, '991118',2019-11-28 12:58:00,failed delivery,,,4.165,4966.98
12136.0, '991085',2019-11-28 12:58:00,failed delivery,,,4.165,4966.98
12136.0, '991044'],2019-11-28 12:58:00,failed delivery,,,4.165,4966.98
12137.0,['991113'],2019-11-28 13:17:14,pay order,,,5.5760000000000005,4588.97
12138.0,['991109'],2019-11-28 13:42:38,item out of stock,,,0.28,89.99
12139.0,['991119'],2019-11-28 13:56:51,item out of stock,,,0.78,99.99
12140.0,['991112'],2019-11-28 14:03:13,pick item,,,0.172,699.0
12141.0,['991116'],2019-11-28 14:05:52,reorder item,,,1.37,2500.0
12142.0,['991091'],2019-11-28 14:06:35,pick item,,,0.483,495.0
12143.0,['991114'],2019-11-28 14:12:03,pay order,,,1.463,214.98
12144.0,['991121'],2019-11-28 14:14:54,place order,,,4.574,7152.99
12145.0,['991101'],2019-11-28 14:17:21,item out of stock,,,0.21,529.0
12146.0,['991121'],2019-11-28 14:31:22,pick item,,,0.188,1149.0
12147.0,['991087',2019-11-28 14:31:22,create package,,,2.09,808.97
12147.0, '991092',2019-11-28 14:31:22,create package,,,2.09,808.97
12147.0, '991088'],2019-11-28 14:31:22,create package,,,2.09,808.97
12148.0,['991118'],2019-11-28 15:01:33,pick item,,,1.48,199.99
12149.0,['991112'],2019-11-28 15:11:12,pick item,,,0.2,39.99
12150.0,['991119'],2019-11-28 15:20:47,confirm order,,,2.24,2833.99
12151.0,['990963'],2019-11-28 15:25:58,pay order,,,2.218,3773.98
12152.0,['991120'],2019-11-28 15:33:28,pick item,,,1.48,199.99
12153.0,['991051'],2019-11-28 15:35:13,pay order,,,1.743,663.98
12154.0,['991099'],2019-11-28 15:36:58,pay order,,,2.766,1215.97
12155.0,['991103'],2019-11-28 15:45:42,pick item,,,0.483,79.99
12156.0,['991101',2019-11-28 15:45:42,create package,,,2.119,1676.99
12156.0, '991014',2019-11-28 15:45:42,create package,,,2.119,1676.99
12156.0, '991033'],2019-11-28 15:45:42,create package,,,2.119,1676.99
12157.0,['991035',2019-11-28 15:49:10,failed delivery,,,3.885,3875.96
12157.0, '991012',2019-11-28 15:49:10,failed delivery,,,3.885,3875.96
12157.0, '991069',2019-11-28 15:49:10,failed delivery,,,3.885,3875.96
12157.0, '991100',2019-11-28 15:49:10,failed delivery,,,3.885,3875.96
12157.0, '991058',2019-11-28 15:49:10,failed delivery,,,3.885,3875.96
12157.0, '991104'],2019-11-28 15:49:10,failed delivery,,,3.885,3875.96
12158.0,['991122'],2019-11-28 15:49:35,place order,,,3.3,2182.97
12159.0,['991084'],2019-11-28 16:04:10,pick item,,,1.28,149.99
12160.0,['991120'],2019-11-28 16:22:16,item out of stock,,,1.37,2500.0
12161.0,['991107'],2019-11-28 16:22:21,pick item,,,0.483,1099.0
12162.0,['991116'],2019-11-28 16:25:21,confirm order,,,5.03,10394.99
12163.0,['991117'],2019-11-28 16:26:41,pick item,,,0.44,476.0
12164.0,['991115'],2019-11-28 16:27:48,pay order,,,2.255,363.98
12165.0,['991116'],2019-11-28 16:27:55,pick item,,,1.25,2200.0
12166.0,['991025',2019-11-28 16:27:55,create package,,,4.53,1058.96
12166.0, '991105',2019-11-28 16:27:55,create package,,,4.53,1058.96
12166.0, '991110'],2019-11-28 16:27:55,create package,,,4.53,1058.96
12167.0,['991106'],2019-11-28 16:31:50,pick item,,,0.2,39.99
12168.0,['991089'],2019-11-28 16:44:40,reorder item,,,1.28,149.99
12169.0,['991113'],2019-11-28 16:49:58,pick item,,,0.28,89.99
12170.0,['991093'],2019-11-28 16:52:18,item out of stock,,,0.21,529.0
12171.0,['991120'],2019-11-28 17:06:15,pick item,,,0.98,129.99
12172.0,['991101'],2019-11-28 17:18:11,reorder item,,,0.21,529.0
12173.0,['991115'],2019-11-28 17:18:33,pick item,,,0.78,99.99
12174.0,['991011'],2019-11-28 17:19:25,pick item,,,0.495,129.0
12175.0,['991064',2019-11-28 17:19:25,create package,,,1.358,1257.99
12175.0, '991045',2019-11-28 17:19:25,create package,,,1.358,1257.99
12175.0, '991107'],2019-11-28 17:19:25,create package,,,1.358,1257.99
12176.0,['991064',2019-11-28 17:25:42,send package,,,1.358,1257.99
12176.0, '991045',2019-11-28 17:25:42,send package,,,1.358,1257.99
12176.0, '991107'],2019-11-28 17:25:42,send package,,,1.358,1257.99
12177.0,['991120'],2019-11-28 17:33:14,pick item,,,0.28,89.99
12178.0,['991114'],2019-11-28 17:34:49,item out of stock,,,0.98,129.99
12179.0,['991096'],2019-11-28 17:37:53,pick item,,,1.37,2500.0
12180.0,['991120'],2019-11-28 17:44:22,confirm order,,,5.25,3533.94
12181.0,['991114'],2019-11-28 17:53:04,reorder item,,,0.98,129.99
12182.0,['990961'],2019-11-28 17:56:47,pick item,,,0.28,89.99
12183.0,['991050',2019-11-28 17:56:47,create package,,,0.978,624.0
12183.0, '991011'],2019-11-28 17:56:47,create package,,,0.978,624.0
12184.0,['991123'],2019-11-28 17:58:57,place order,,,3.15,2840.97
12185.0,['991118'],2019-11-28 18:00:53,pick item,,,0.2,39.99
12186.0,['991120'],2019-11-28 18:41:57,item out of stock,,,0.2,39.99
12187.0,['991072'],2019-11-28 18:43:29,pick item,,,0.483,1099.0
12188.0,['991018'],2019-11-28 18:43:29,create package,,,0.98,129.99
12189.0,['990974',2019-11-28 18:50:24,package delivered,,,4.165,4966.98
12189.0, '991118',2019-11-28 18:50:24,package delivered,,,4.165,4966.98
12189.0, '991085',2019-11-28 18:50:24,package delivered,,,4.165,4966.98
12189.0, '991044'],2019-11-28 18:50:24,package delivered,,,4.165,4966.98
12190.0,['991116'],2019-11-28 18:52:39,item out of stock,,,0.172,699.0
12191.0,['991120'],2019-11-28 18:58:56,pick item,,,0.28,449.0
12192.0,['991116',2019-11-28 18:58:56,create package,,,4.732,8225.99
12192.0, '991068',2019-11-28 18:58:56,create package,,,4.732,8225.99
12192.0, '991121',2019-11-28 18:58:56,create package,,,4.732,8225.99
12192.0, '990942'],2019-11-28 18:58:56,create package,,,4.732,8225.99
12193.0,['991101',2019-11-28 19:17:43,send package,,,2.119,1676.99
12193.0, '991014',2019-11-28 19:17:43,send package,,,2.119,1676.99
12193.0, '991033'],2019-11-28 19:17:43,send package,,,2.119,1676.99
12194.0,['991124'],2019-11-28 20:36:26,place order,,,0.38,34.99
12195.0,['991087',2019-11-28 21:08:33,send package,,,2.09,808.97
12195.0, '991092',2019-11-28 21:08:33,send package,,,2.09,808.97
12195.0, '991088'],2019-11-28 21:08:33,send package,,,2.09,808.97
12196.0,['990957',2019-11-28 21:52:41,send package,,,7.811,4536.92
12196.0, '991084',2019-11-28 21:52:41,send package,,,7.811,4536.92
12196.0, '991099',2019-11-28 21:52:41,send package,,,7.811,4536.92
12196.0, '991081',2019-11-28 21:52:41,send package,,,7.811,4536.92
12196.0, '991086'],2019-11-28 21:52:41,send package,,,7.811,4536.92
12197.0,['991114'],2019-11-28 21:54:33,pick item,,,0.483,79.99
12198.0,['991125'],2019-11-29 00:56:30,place order,,,1.671,1841.99
12199.0,['991121'],2019-11-29 08:17:37,pick item,,,1.37,2500.0
12200.0,['991112'],2019-11-29 08:38:46,item out of stock,,,0.88,89.99
12201.0,['991112'],2019-11-29 08:58:31,reorder item,,,0.88,89.99
12202.0,['991035',2019-11-29 09:00:48,failed delivery,,,3.885,3875.96
12202.0, '991012',2019-11-29 09:00:48,failed delivery,,,3.885,3875.96
12202.0, '991069',2019-11-29 09:00:48,failed delivery,,,3.885,3875.96
12202.0, '991100',2019-11-29 09:00:48,failed delivery,,,3.885,3875.96
12202.0, '991058',2019-11-29 09:00:48,failed delivery,,,3.885,3875.96
12202.0, '991104'],2019-11-29 09:00:48,failed delivery,,,3.885,3875.96
12203.0,['991101',2019-11-29 09:19:55,package delivered,,,2.119,1676.99
12203.0, '991014',2019-11-29 09:19:55,package delivered,,,2.119,1676.99
12203.0, '991033'],2019-11-29 09:19:55,package delivered,,,2.119,1676.99
12204.0,['991112'],2019-11-29 09:27:23,pick item,,,0.44,476.0
12205.0,['991105'],2019-11-29 09:32:20,pay order,,,2.77,833.98
12206.0,['991096'],2019-11-29 09:37:27,item out of stock,,,0.2,39.99
12207.0,['991108'],2019-11-29 09:38:03,pick item,,,0.28,89.99
12208.0,['991116'],2019-11-29 09:44:46,pick item,,,0.166,799.0
12209.0,['991025',2019-11-29 09:53:15,send package,,,4.53,1058.96
12209.0, '991105',2019-11-29 09:53:15,send package,,,4.53,1058.96
12209.0, '991110'],2019-11-29 09:53:15,send package,,,4.53,1058.96
12210.0,['991089'],2019-11-29 09:54:18,reorder item,,,0.78,99.99
12211.0,['991126'],2019-11-29 10:03:57,place order,,,3.198,4272.97
12212.0,['991057'],2019-11-29 10:03:59,pay order,,,4.623,3828.98
12213.0,['991109'],2019-11-29 10:11:35,reorder item,,,0.28,89.99
12214.0,['991113'],2019-11-29 10:15:39,reorder item,,,1.37,2500.0
12215.0,['991113'],2019-11-29 10:16:17,pick item,,,1.48,199.99
12216.0,['991116'],2019-11-29 10:17:15,reorder item,,,0.172,699.0
12217.0,['991122'],2019-11-29 10:18:28,pick item,,,1.28,149.99
12218.0,['991111',2019-11-29 10:18:28,create package,,,6.64,1368.91
12218.0, '991122',2019-11-29 10:18:28,create package,,,6.64,1368.91
12218.0, '991120',2019-11-29 10:18:28,create package,,,6.64,1368.91
12218.0, '991106'],2019-11-29 10:18:28,create package,,,6.64,1368.91
12219.0,['991087'],2019-11-29 10:21:35,pick item,,,0.28,449.0
12220.0,['991126'],2019-11-29 10:27:17,pick item,,,0.2,39.99
12221.0,['991090'],2019-11-29 10:38:57,pick item,,,0.21,529.0
12222.0,['991034'],2019-11-29 10:41:00,pick item,,,0.483,1099.0
12223.0,['991098'],2019-11-29 10:41:38,pay order,,,7.271,7581.96
12224.0,['991087',2019-11-29 11:02:46,failed delivery,,,2.09,808.97
12224.0, '991092',2019-11-29 11:02:46,failed delivery,,,2.09,808.97
12224.0, '991088'],2019-11-29 11:02:46,failed delivery,,,2.09,808.97
12225.0,['991079'],2019-11-29 11:07:03,pay order,,,3.817,4816.96
12226.0,['991064',2019-11-29 11:09:09,package delivered,,,1.358,1257.99
12226.0, '991045',2019-11-29 11:09:09,package delivered,,,1.358,1257.99
12226.0, '991107'],2019-11-29 11:09:09,package delivered,,,1.358,1257.99
12227.0,['991035',2019-11-29 11:18:17,package delivered,,,3.885,3875.96
12227.0, '991012',2019-11-29 11:18:17,package delivered,,,3.885,3875.96
12227.0, '991069',2019-11-29 11:18:17,package delivered,,,3.885,3875.96
12227.0, '991100',2019-11-29 11:18:17,package delivered,,,3.885,3875.96
12227.0, '991058',2019-11-29 11:18:17,package delivered,,,3.885,3875.96
12227.0, '991104'],2019-11-29 11:18:17,package delivered,,,3.885,3875.96
12228.0,['991122'],2019-11-29 11:23:05,pick item,,,1.28,149.99
12229.0,['991127'],2019-11-29 11:27:41,place order,,,3.833,3136.98
12230.0,['991121'],2019-11-29 11:29:37,confirm order,,,4.574,7152.99
12231.0,['991119'],2019-11-29 11:30:54,reorder item,,,0.78,99.99
12232.0,['990957',2019-11-29 11:41:08,package delivered,,,7.811,4536.92
12232.0, '991084',2019-11-29 11:41:08,package delivered,,,7.811,4536.92
12232.0, '991099',2019-11-29 11:41:08,package delivered,,,7.811,4536.92
12232.0, '991081',2019-11-29 11:41:08,package delivered,,,7.811,4536.92
12232.0, '991086'],2019-11-29 11:41:08,package delivered,,,7.811,4536.92
12233.0,['991123'],2019-11-29 11:46:28,pick item,,,0.44,476.0
12234.0,['991091'],2019-11-29 11:47:10,pay order,,,2.426,1758.97
12235.0,['991018'],2019-11-29 11:48:39,send package,,,0.98,129.99
12236.0,['991123'],2019-11-29 11:48:41,pick item,,,0.38,29.99
12237.0,['991112'],2019-11-29 11:56:27,pick item,,,0.28,89.99
12238.0,['991116',2019-11-29 12:03:57,send package,,,4.732,8225.99
12238.0, '991068',2019-11-29 12:03:57,send package,,,4.732,8225.99
12238.0, '991121',2019-11-29 12:03:57,send package,,,4.732,8225.99
12238.0, '990942'],2019-11-29 12:03:57,send package,,,4.732,8225.99
12239.0,['991120'],2019-11-29 12:20:44,reorder item,,,1.37,2500.0
12240.0,['991125'],2019-11-29 12:31:31,item out of stock,,,0.483,1099.0
12241.0,['991012'],2019-11-29 12:40:54,pick item,,,0.495,129.0
12242.0,['991128'],2019-11-29 13:15:09,place order,,,0.6459999999999999,1292.99
12243.0,['991125'],2019-11-29 13:30:18,confirm order,,,1.671,1841.99
12244.0,['991119'],2019-11-29 13:32:45,pick item,,,0.78,99.99
12245.0,['991093'],2019-11-29 13:32:45,create package,,,1.28,149.99
12246.0,['991112'],2019-11-29 14:09:44,pick item,,,0.88,89.99
12247.0,['991089',2019-11-29 14:09:44,create package,,,4.553,1554.94
12247.0, '991117',2019-11-29 14:09:44,create package,,,4.553,1554.94
12247.0, '991103',2019-11-29 14:09:44,create package,,,4.553,1554.94
12247.0, '991109'],2019-11-29 14:09:44,create package,,,4.553,1554.94
12248.0,['991128'],2019-11-29 14:20:46,pick item,,,0.2,39.99
12249.0,['991120'],2019-11-29 14:24:27,pick item,,,0.38,29.99
12250.0,['991121'],2019-11-29 14:26:20,pick item,,,1.48,199.99
12251.0,['991127'],2019-11-29 14:31:17,pick item,,,0.44,476.0
12252.0,['991116'],2019-11-29 14:36:38,pick item,,,0.88,89.99
12253.0,['991116',2019-11-29 14:37:09,failed delivery,,,4.732,8225.99
12253.0, '991068',2019-11-29 14:37:09,failed delivery,,,4.732,8225.99
12253.0, '991121',2019-11-29 14:37:09,failed delivery,,,4.732,8225.99
12253.0, '990942'],2019-11-29 14:37:09,failed delivery,,,4.732,8225.99
12254.0,['991127'],2019-11-29 14:49:43,pick item,,,1.48,199.99
12255.0,['991129'],2019-11-29 14:50:06,place order,,,0.8809999999999999,1762.99
12256.0,['991116',2019-11-29 14:53:57,failed delivery,,,4.732,8225.99
12256.0, '991068',2019-11-29 14:53:57,failed delivery,,,4.732,8225.99
12256.0, '991121',2019-11-29 14:53:57,failed delivery,,,4.732,8225.99
12256.0, '990942'],2019-11-29 14:53:57,failed delivery,,,4.732,8225.99
12257.0,['991120'],2019-11-29 15:01:33,pay order,,,5.25,3533.94
12258.0,['991108'],2019-11-29 15:06:21,pay order,,,0.8320000000000001,823.98
12259.0,['991095'],2019-11-29 15:13:20,item out of stock,,,1.37,2500.0
12260.0,['991095'],2019-11-29 15:35:30,reorder item,,,1.37,2500.0
12261.0,['991113'],2019-11-29 15:49:53,reorder item,,,1.48,199.99
12262.0,['991118'],2019-11-29 15:52:52,pay order,,,2.56,334.97
12263.0,['991126'],2019-11-29 16:01:33,pick item,,,0.78,99.99
12264.0,['991093'],2019-11-29 16:03:49,send package,,,1.28,149.99
12265.0,['991093'],2019-11-29 16:12:41,reorder item,,,0.483,1099.0
12266.0,['991087',2019-11-29 16:16:01,package delivered,,,2.09,808.97
12266.0, '991092',2019-11-29 16:16:01,package delivered,,,2.09,808.97
12266.0, '991088'],2019-11-29 16:16:01,package delivered,,,2.09,808.97
12267.0,['991106'],2019-11-29 16:27:45,item out of stock,,,0.21,529.0
12268.0,['991129'],2019-11-29 16:28:24,pick item,,,0.483,79.99
12269.0,['991090',2019-11-29 16:28:24,create package,,,2.24,3148.98
12269.0, '991108'],2019-11-29 16:28:24,create package,,,2.24,3148.98
12270.0,['991124'],2019-11-29 16:32:09,confirm order,,,0.38,34.99
12271.0,['991089',2019-11-29 16:43:27,send package,,,4.553,1554.94
12271.0, '991117',2019-11-29 16:43:27,send package,,,4.553,1554.94
12271.0, '991103',2019-11-29 16:43:27,send package,,,4.553,1554.94
12271.0, '991109'],2019-11-29 16:43:27,send package,,,4.553,1554.94
12272.0,['991128'],2019-11-29 16:44:00,pick item,,,0.28,449.0
12273.0,['991106'],2019-11-29 16:50:08,pick item,,,0.483,495.0
12274.0,['991106'],2019-11-29 16:59:47,pick item,,,0.88,89.99
12275.0,['991130'],2019-11-29 16:59:59,place order,,,5.283,3912.95
12276.0,['991129'],2019-11-29 17:11:45,item out of stock,,,0.21,529.0
12277.0,['991080'],2019-11-29 17:13:05,reorder item,,,0.483,1099.0
12278.0,['991124'],2019-11-29 17:26:07,pick item,,,0.38,29.99
12279.0,['991072',2019-11-29 17:26:07,create package,,,6.8870000000000005,6930.95
12279.0, '991115',2019-11-29 17:26:07,create package,,,6.8870000000000005,6930.95
12279.0, '991112',2019-11-29 17:26:07,create package,,,6.8870000000000005,6930.95
12279.0, '991091'],2019-11-29 17:26:07,create package,,,6.8870000000000005,6930.95
12280.0,['991120'],2019-11-29 17:29:11,pick item,,,0.28,89.99
12281.0,['991072',2019-11-29 17:33:19,send package,,,6.8870000000000005,6930.95
12281.0, '991115',2019-11-29 17:33:19,send package,,,6.8870000000000005,6930.95
12281.0, '991112',2019-11-29 17:33:19,send package,,,6.8870000000000005,6930.95
12281.0, '991091'],2019-11-29 17:33:19,send package,,,6.8870000000000005,6930.95
12282.0,['991093'],2019-11-29 17:34:33,reorder item,,,0.21,529.0
12283.0,['991096'],2019-11-29 17:46:43,reorder item,,,0.2,39.99
12284.0,['991129'],2019-11-29 17:56:26,confirm order,,,0.8809999999999999,1762.99
12285.0,['991090',2019-11-29 18:07:57,send package,,,2.24,3148.98
12285.0, '991108'],2019-11-29 18:07:57,send package,,,2.24,3148.98
12286.0,['991123'],2019-11-29 18:57:45,pick item,,,0.88,89.99
12287.0,['991129'],2019-11-29 18:58:37,reorder item,,,0.21,529.0
12288.0,['991050',2019-11-29 19:13:04,send package,,,0.978,624.0
12288.0, '991011'],2019-11-29 19:13:04,send package,,,0.978,624.0
12289.0,['991131'],2019-11-29 19:19:46,place order,,,2.516,3433.99
12290.0,['991093'],2019-11-29 19:36:36,package delivered,,,1.28,149.99
12291.0,['991122'],2019-11-29 20:40:55,confirm order,,,3.3,2182.97
12292.0,['991127'],2019-11-29 21:45:36,pick item,,,0.483,1099.0
12293.0,['991132'],2019-11-29 22:19:06,place order,,,1.89,773.98
12294.0,['991116',2019-11-29 22:35:05,failed delivery,,,4.732,8225.99
12294.0, '991068',2019-11-29 22:35:05,failed delivery,,,4.732,8225.99
12294.0, '991121',2019-11-29 22:35:05,failed delivery,,,4.732,8225.99
12294.0, '990942'],2019-11-29 22:35:05,failed delivery,,,4.732,8225.99
12295.0,['991133'],2019-11-30 16:54:30,place order,,,1.3259999999999998,933.98
12296.0,['990890'],2019-11-30 20:32:56,payment reminder,,,2.74,424.97
12297.0,['991098',2019-12-01 00:00:00,create package,,,0.946,898.99
12297.0, '991095'],2019-12-01 00:00:00,create package,,,0.946,898.99
12298.0,['991009'],2019-12-01 10:45:53,payment reminder,,,2.613,3578.98
12299.0,['991134'],2019-12-01 17:42:55,place order,,,3.275,5899.0
12300.0,['991093'],2019-12-02 08:42:46,confirm order,,,6.412999999999999,7385.97
12301.0,['991082'],2019-12-02 08:43:25,pick item,,,0.188,1149.0
12302.0,['991113'],2019-12-02 08:50:44,item out of stock,,,0.483,495.0
12303.0,['991112'],2019-12-02 08:59:12,pick item,,,0.172,699.0
12304.0,['991135'],2019-12-02 09:05:52,place order,,,2.185,2810.0
12305.0,['991131'],2019-12-02 09:11:55,pick item,,,1.37,2500.0
12306.0,['991093'],2019-12-02 09:15:22,pick item,,,0.188,1149.0
12307.0,['991132'],2019-12-02 09:22:52,pick item,,,0.2,39.99
12308.0,['991127'],2019-12-02 09:23:12,pick item,,,0.495,129.0
12309.0,['991127'],2019-12-02 09:26:59,pick item,,,0.172,699.0
12310.0,['991120'],2019-12-02 09:29:45,reorder item,,,0.2,39.99
12311.0,['990997'],2019-12-02 09:38:32,pay order,,,2.885,3113.98
12312.0,['991126'],2019-12-02 09:40:47,pick item,,,0.188,1149.0
12313.0,['991014'],2019-12-02 09:40:51,payment reminder,,,5.751,3872.96
12314.0,['991128'],2019-12-02 09:49:51,confirm order,,,0.6459999999999999,1292.99
12315.0,['991090',2019-12-02 09:52:44,package delivered,,,2.24,3148.98
12315.0, '991108'],2019-12-02 09:52:44,package delivered,,,2.24,3148.98
12316.0,['991113'],2019-12-02 10:01:52,reorder item,,,0.483,495.0
12317.0,['991121'],2019-12-02 10:05:17,pick item,,,0.166,799.0
12318.0,['991134'],2019-12-02 10:07:21,confirm order,,,3.275,5899.0
12319.0,['991126'],2019-12-02 10:10:32,pick item,,,0.28,449.0
12320.0,['991116',2019-12-02 10:22:54,package delivered,,,4.732,8225.99
12320.0, '991068',2019-12-02 10:22:54,package delivered,,,4.732,8225.99
12320.0, '991121',2019-12-02 10:22:54,package delivered,,,4.732,8225.99
12320.0, '990942'],2019-12-02 10:22:54,package delivered,,,4.732,8225.99
12321.0,['991135'],2019-12-02 10:23:33,confirm order,,,2.185,2810.0
12322.0,['991126'],2019-12-02 10:25:32,confirm order,,,3.198,4272.97
12323.0,['991098',2019-12-02 10:26:50,send package,,,0.946,898.99
12323.0, '991095'],2019-12-02 10:26:50,send package,,,0.946,898.99
12324.0,['991127'],2019-12-02 10:28:31,confirm order,,,3.833,3136.98
12325.0,['991136'],2019-12-02 10:31:32,place order,,,1.273,1098.98
12326.0,['991112'],2019-12-02 10:35:38,reorder item,,,0.21,529.0
12327.0,['991111',2019-12-02 10:47:31,send package,,,6.64,1368.91
12327.0, '991122',2019-12-02 10:47:31,send package,,,6.64,1368.91
12327.0, '991120',2019-12-02 10:47:31,send package,,,6.64,1368.91
12327.0, '991106'],2019-12-02 10:47:31,send package,,,6.64,1368.91
12328.0,['991111',2019-12-02 10:50:33,failed delivery,,,6.64,1368.91
12328.0, '991122',2019-12-02 10:50:33,failed delivery,,,6.64,1368.91
12328.0, '991120',2019-12-02 10:50:33,failed delivery,,,6.64,1368.91
12328.0, '991106'],2019-12-02 10:50:33,failed delivery,,,6.64,1368.91
12329.0,['990996'],2019-12-02 10:55:38,payment reminder,,,5.919,4572.96
12330.0,['991131'],2019-12-02 10:58:48,confirm order,,,2.516,3433.99
12331.0,['991130'],2019-12-02 11:04:25,pick item,,,0.88,89.99
12332.0,['991132'],2019-12-02 11:12:39,pick item,,,1.48,199.99
12333.0,['991134'],2019-12-02 11:12:47,pick item,,,0.483,495.0
12334.0,['991100',2019-12-02 11:12:47,create package,,,1.555,1702.99
12334.0, '991012',2019-12-02 11:12:47,create package,,,1.555,1702.99
12334.0, '991079',2019-12-02 11:12:47,create package,,,1.555,1702.99
12334.0, '991035',2019-12-02 11:12:47,create package,,,1.555,1702.99
12334.0, '991055'],2019-12-02 11:12:47,create package,,,1.555,1702.99
12335.0,['991115'],2019-12-02 11:34:00,pick item,,,0.495,129.0
12336.0,['991089',2019-12-02 11:43:57,package delivered,,,4.553,1554.94
12336.0, '991117',2019-12-02 11:43:57,package delivered,,,4.553,1554.94
12336.0, '991103',2019-12-02 11:43:57,package delivered,,,4.553,1554.94
12336.0, '991109'],2019-12-02 11:43:57,package delivered,,,4.553,1554.94
12337.0,['991111',2019-12-02 11:51:20,package delivered,,,6.64,1368.91
12337.0, '991122',2019-12-02 11:51:20,package delivered,,,6.64,1368.91
